,X,Y,Z
1066,728747.7788348371,4373705.709543611,5.874358588829637
1067,728747.7777371786,4373705.712447596,5.872208585962653
1068,728747.7757305838,4373705.714494628,5.868139950558543
1069,728747.775369613,4373705.713700696,5.873176438733935
1070,728747.7760229071,4373705.712405257,5.8652780912816525
1071,728747.775879546,4373705.714230528,5.871473123319447
1072,728747.7771272378,4373705.713073865,5.869720180518925
1073,728747.7758038569,4373705.712224832,5.870052267797291
1074,728747.7793454708,4373705.7139053745,5.871355907060206
1075,728747.7827020766,4373705.710718247,5.890658165328205
1076,728747.7630104254,4373705.710204654,5.830029580742121
1077,728747.7754423011,4373705.715284203,5.867463604547083
1078,728747.78043651,4373705.717268742,5.879963684827089
1079,728747.7774922198,4373705.714901669,5.867710599675775
1080,728747.7781703286,4373705.713200896,5.873845972120762
1081,728747.7822158223,4373705.712024194,5.883425856009126
1082,728747.7779290603,4373705.713881125,5.877469011582434
1083,728747.777495944,4373705.71216739,5.88221787288785
1084,728747.7764761022,4373705.7088259645,5.88111372385174
1085,728747.7838093833,4373705.705997928,5.887493058107793
1086,728747.7772420867,4373705.703077436,5.886213726364076
1087,728747.7748486493,4373705.701957758,5.88870707526803
1088,728747.7833975111,4373705.697878513,5.88199520856142
1089,728747.7831663796,4373705.693538603,5.908217369578779
1090,728747.777622691,4373705.696048535,5.894153759814799
1091,728747.7758453405,4373705.696597727,5.904528172686696
1092,728747.776116125,4373705.693404886,5.905531298369169
1093,728747.7767519467,4373705.6953881895,5.907279773615301
1094,728747.7825099297,4373705.692348882,5.907483124174178
1095,728747.7814521312,4373705.693355032,5.9042084058746696
1096,728747.7782353312,4373705.69197836,5.910813988186419
1097,728747.7769748891,4373705.690705488,5.912178751081228
1098,728747.7767216912,4373705.688759984,5.911912336014211
1099,728747.7762052546,4373705.691045875,5.907469862140715
1100,728747.7752907266,4373705.693803086,5.9079165337607265
1101,728747.7730212603,4373705.6969819125,5.917004842311144
1102,728747.7785463312,4373705.70084193,5.909898187033832
1103,728747.7776631259,4373705.700367648,5.906779748387635
1104,728747.7831155704,4373705.697638592,5.902650433592498
1105,728747.7789098785,4373705.702941374,5.9025432746857405
1106,728747.7785317786,4373705.701400236,5.900587274692953
1107,728747.7780178271,4373705.698532506,5.900794361717999
1108,728747.7812888003,4373705.695711119,5.908062932081521
1109,728747.7857885297,4373705.699490314,5.900402572005987
1110,728747.7207640423,4373705.680273176,5.911616501398385
1111,728747.7663224258,4373705.689956177,5.9091354962438345
1112,728747.7449614172,4373705.676091486,5.942693351767957
1113,728747.7631375864,4373705.690189643,5.911457139067352
1114,728747.7831304285,4373705.702957021,5.890570014715195
1115,728747.7739756493,4373705.692447979,5.898738903924823
1116,728747.7827456753,4373705.695082217,5.890184330753982
1117,728747.7828000998,4373705.693201735,5.902784218080342
1118,728747.7857830934,4373705.699615184,5.901434733532369
1119,728747.7845002537,4373705.697534934,5.900054841302335
1120,728747.7839026767,4373705.696727939,5.887788943015039
1121,728747.7805210806,4373705.697773095,5.891249554231763
1122,728747.7781892937,4373705.696405336,5.890704863704741
1123,728747.7767011651,4373705.696987024,5.890059418976307
1124,728747.7836859152,4373705.69497625,5.9014956299215555
1125,728747.7806703149,4373705.694373646,5.886662777513266
1126,728747.776176814,4373705.687043728,5.895840147510171
1127,728747.776252898,4373705.687775373,5.8961151745170355
1128,728747.7771467222,4373705.688401972,5.8963196240365505
1129,728747.7793014678,4373705.6893225005,5.900497954338789
1130,728747.7653150533,4373705.6884825695,5.920517722144723
1131,728747.7508132021,4373705.68058139,5.946622026152909
1132,728747.7835223933,4373705.693736626,5.909554689191282
1133,728747.7849863293,4373705.697915593,5.907205174677074
1134,728747.7856247381,4373705.694703084,5.903509774245322
1135,728747.784498956,4373705.696807829,5.909580924548209
1136,728747.7849175598,4373705.697463851,5.904286230914295
1137,728747.7826213456,4373705.691117484,5.904440333135426
1138,728747.7810408585,4373705.694631294,5.898325255140662
1139,728747.7859206802,4373705.690666052,5.898059139028192
1140,728747.7820501558,4373705.700358899,5.889247491955757
1141,728747.7781148425,4373705.697429621,5.885542665608227
1142,728747.7771435007,4373705.695027952,5.890772707760334
1143,728747.7765388929,4373705.696763894,5.885096997022629
1144,728747.7780391662,4373705.688929661,5.882758239284158
1145,728747.7762056015,4373705.689168197,5.877572930417955
1146,728747.7744562885,4373705.689178624,5.869686822406948
1147,728747.7713675614,4373705.68880981,5.863116002641618
1148,728747.7709069942,4373705.69081233,5.8678052350878716
1149,728747.7702864043,4373705.6878820155,5.8647540444508195
1150,728747.7710342498,4373705.688357613,5.864925131201744
1151,728747.7692719584,4373705.686750112,5.8613272700458765
1152,728747.7676756068,4373705.685347194,5.865842970088124
1153,728747.7662404807,4373705.689502123,5.860329333692789
1154,728747.7692250188,4373705.686865871,5.860899977385998
1155,728747.771000504,4373705.686523491,5.858469032682478
1156,728747.7715606594,4373705.68561905,5.86299304664135
1157,728747.7696305055,4373705.688396105,5.85750035289675
1158,728747.7694022167,4373705.688836306,5.857973653823137
1159,728747.7691580609,4373705.688636218,5.8534927954897285
1160,728747.7701785971,4373705.689497292,5.859972823411226
1161,728747.7685354108,4373705.689875777,5.858512538485229
1162,728747.7699659816,4373705.689185685,5.8591181337833405
1163,728747.7696404918,4373705.692416773,5.85767269320786
1164,728747.770334013,4373705.690697528,5.860327960923314
1165,728747.7855621912,4373705.689797616,5.8550818944349885
1166,728747.9776940463,4373705.670116017,5.852849625051022
1167,728748.588004881,4373705.635898124,5.858730767853558
1168,728749.7306238452,4373705.632700791,5.860652073286474
1169,728751.4935481792,4373705.72935009,5.854661890305579
1170,728753.8049805644,4373706.03007731,5.85473932698369
1171,728756.418035803,4373706.603850219,5.860842498019338
1172,728759.084683744,4373707.441499091,5.890032805502415
1173,728761.8284075771,4373708.59337492,5.912207329645753
1174,728764.564506576,4373710.06163428,5.953414465300739
1175,728767.244636023,4373711.869993383,5.988637701608241
1176,728769.8902967595,4373713.9319372205,5.967827525921166
1177,728772.6685066497,4373715.516867573,5.968992315232754
1178,728775.3427387646,4373717.748445776,5.936098902486265
1179,728778.260176786,4373719.222201087,5.900194248184562
1180,728781.3936774174,4373720.142924913,5.897372257895768
1181,728784.6948159115,4373720.408393834,5.903675860725343
1182,728788.0521281601,4373719.965078737,5.923832239583135
1183,728791.6141119687,4373719.025827285,5.916225821711123
1184,728795.5289370548,4373717.913819615,5.951226609759033
1185,728799.8136615782,4373716.6094661085,5.947725396603346
1186,728804.3528646287,4373715.097060447,5.950276446528733
1187,728809.0330513724,4373713.439796308,5.945549013093114
1188,728813.7466680338,4373711.763693853,5.9503568690270185
1189,728818.5310197561,4373710.125792723,5.9651570450514555
1190,728823.4161408828,4373708.491755153,5.982182483188808
1191,728828.5026497979,4373706.823205362,5.990699520334601
1192,728833.7795668233,4373705.073301814,6.015950955450535
1193,728839.2211204893,4373703.238500583,6.040335848927498
1194,728844.8228077515,4373701.365117317,6.0448333797976375
1195,728850.5391794612,4373699.427153992,6.060107791796327
1196,728856.3608546862,4373697.459937277,6.07690370734781
1197,728862.1634312585,4373695.471523127,6.090873017907143
1198,728867.9626184511,4373693.483078124,6.111076309345663
1199,728873.7506542832,4373691.4860622985,6.111759918741882
1200,728879.4206483727,4373689.565266496,6.130039356648922
1201,728885.0193113761,4373687.648913977,6.154885279946029
1202,728890.694533311,4373685.737659547,6.177643726579845
1203,728896.4931004918,4373683.768844247,6.184231734834611
1204,728902.5004443759,4373681.788744587,6.213104818016291
1205,728908.6867425388,4373679.7626715945,6.26147080399096
1206,728914.8706111066,4373677.706036885,6.258276369422674
1207,728921.1439355764,4373675.60410262,6.1916092755272985
1208,728927.5692798096,4373673.438697542,6.1374714858829975
1209,728934.1548462727,4373671.1782263955,6.105254017747939
1210,728940.8296631328,4373668.856894681,6.092437468469143
1211,728947.5315672153,4373666.573401109,6.0925197172909975
1212,728954.3253286434,4373664.304737914,6.07217604201287
1213,728961.2194517442,4373661.999332625,6.000920385122299
1214,728968.1848037547,4373659.663886639,5.984939822927117
1215,728975.1699786624,4373657.341365755,5.951425531879067
1216,728982.1142668999,4373654.982182686,5.887756994925439
1217,728989.0023032936,4373652.666307739,5.939412486739457
1218,728995.8080893627,4373650.27693935,5.929888849146664
1219,729002.6171085429,4373647.964086014,5.930977060459554
1220,729009.3691110979,4373645.656260767,5.885168302804232
1221,729016.164129039,4373643.428761127,5.886534865945578
1222,729022.9566800398,4373641.200617443,5.831496992148459
1223,729029.7228909053,4373638.954874774,5.815383769571781
1224,729037.1967450887,4373635.891659909,5.819622157141566
1225,729043.1713415973,4373634.295418502,5.82169502414763
1226,729049.8633759496,4373632.019947122,5.788579466752708
1227,729056.503175239,4373629.821189101,5.7657104497775435
1228,729063.0975261751,4373627.632204915,5.717913806438446
1229,729069.0393818384,4373625.669981781,5.759987206198275
1230,729073.3810305023,4373624.231022097,5.736078883521259
1231,729076.7078057034,4373623.165290017,5.732361349277198
1232,729079.4696263201,4373622.267412558,5.712593758478761
1233,729082.2611050477,4373621.352006338,5.732714279554784
1234,729085.4338021325,4373620.288747134,5.662026843987405
1235,729089.400287189,4373618.965487633,5.671394371427596
1236,729094.1177257912,4373617.369220608,5.615633421577513
1237,729099.5132432177,4373615.500443541,5.594964852556586
1238,729105.6722217922,4373613.391590256,5.541343004442751
1239,729112.3279485335,4373611.102022804,5.525667019188404
1240,729119.224260414,4373608.742191626,5.496953450143337
1241,729126.1833851559,4373606.416881086,5.5423647267743945
1242,729133.2707300228,4373604.083021132,5.5477910386398435
1243,729140.4695461289,4373601.71793293,5.567101862281561
1244,729147.8245862096,4373599.330505294,5.57548778411001
1245,729155.2869910502,4373596.944442493,5.528992647305131
1246,729162.784587144,4373594.552859256,5.516389097087085
1247,729170.3142454084,4373592.141137283,5.535755404271185
1248,729177.8524535913,4373589.711934736,5.5072313183918595
1249,729185.3421517544,4373587.209253652,5.473643678240478
1250,729192.7631143683,4373584.701408576,5.447988884523511
1251,729200.1585886397,4373582.217796736,5.406364822760224
1252,729207.4876398824,4373579.809515496,5.382819599471986
1253,729214.6156837057,4373577.470531852,5.37219372857362
1254,729221.5499728508,4373575.169031272,5.296572895720601
1255,729228.3107756074,4373572.94526127,5.263010146096349
1256,729234.9613608562,4373570.821517197,5.2635024935007095
1257,729241.5122028732,4373568.814475815,5.269061787053943
1258,729248.0025766152,4373566.957583595,5.250673726201057
1259,729254.6543865851,4373565.034729213,5.248441108502448
1260,729261.1647303832,4373563.0117722,5.244250354357064
1261,729267.5040170471,4373560.917707381,5.230083288624883
1262,729273.6616000608,4373558.763595833,5.203081414103508
1263,729279.7806771732,4373556.836562439,5.208058348856866
1264,729285.9028895963,4373555.923947459,5.169030715711415
1265,729291.3986571636,4373556.625167804,5.1481086714193225
1266,729295.8071603486,4373558.7101195995,5.111190842464566
1267,729299.2693667394,4373561.847553735,5.084182219579816
1268,729301.8045467896,4373565.687685113,5.088177397847176
1269,729303.3820443971,4373569.911150893,5.0962710762396455
1270,729303.891665698,4373574.391892921,5.066271820105612
1271,729303.3247985606,4373578.846475485,5.07722133398056
1272,729301.747693101,4373583.059248407,5.122324308380485
1273,729299.1335575001,4373586.8315464845,5.143289905041456
1274,729295.3829552408,4373589.786840812,5.1781679121777415
1275,729290.7168179903,4373591.552500797,5.217132703401148
1276,729285.4687712528,4373591.791976536,5.221058817580342
1277,729280.1387536613,4373590.28706269,5.247907834127545
1278,729275.0760474893,4373587.276717699,5.252778955735266
1279,729270.123892365,4373583.422181019,5.26271563116461
1280,729264.8176849651,4373579.447453377,5.287420412525535
1281,729258.9748939348,4373575.915417133,5.308677211403847
1282,729252.6694459629,4373573.530057912,5.262257372960448
1283,729246.0326400712,4373572.617334131,5.256397924385965
1284,729239.2580999791,4373573.106407535,5.256995094008744
1285,729232.5674537733,4373574.660488525,5.247807479463518
1286,729226.1397481653,4373576.708938618,5.24672142509371
1287,729219.7426900491,4373578.801814409,5.313489582389593
1288,729213.2868919447,4373580.991381409,5.347381055355072
1289,729206.709220482,4373583.191422283,5.386967717669904
1290,729199.985019924,4373585.378987744,5.419984512962401
1291,729193.0937974211,4373587.592870218,5.430190465413034
1292,729186.1617398218,4373589.803907835,5.469918549992144
1293,729179.2050779237,4373592.12847633,5.476273857988417
1294,729172.2269608633,4373594.471720779,5.504846767522395
1295,729165.1868254589,4373596.82837033,5.5205116188153625
1296,729158.1555041239,4373599.210725907,5.550403466448188
1297,729151.2028237514,4373601.591633531,5.583561562933028
1298,729144.2633065208,4373604.010610253,5.602441732771695
1299,729137.2455082875,4373606.4922610335,5.631939274258912
1300,729130.2015968307,4373609.067489752,5.6027872040867805
1301,729123.1966610342,4373611.624072273,5.549380489625037
1302,729116.2040341833,4373614.156620299,5.5432198736816645
1303,729109.263891342,4373616.687114888,5.569078124128282
1304,729102.3837647592,4373619.209998146,5.651840342208743
1305,729095.570799792,4373621.710881104,5.623042078688741
1306,729088.8020006544,4373624.117703126,5.6268338449299335
1307,729082.0394038357,4373626.412610239,5.563710962422192
1308,729075.1578005494,4373628.745093607,5.750447562895715
1309,729068.1673382219,4373631.047028755,5.754717971198261
1310,729061.1940166892,4373633.3740905505,5.704106624238193
1311,729054.3899946772,4373635.663732745,5.693801774643362
1312,729047.7819454325,4373637.934211728,5.698236964643002
1313,729041.1702048326,4373640.245722392,5.697689737193286
1314,729034.4748356622,4373642.613338723,5.686551193706691
1315,729027.7218841442,4373644.968041176,5.742399133741856
1316,729021.005986278,4373647.325893968,5.768080530688167
1317,729014.2276905782,4373649.638198035,5.788987240754068
1318,729007.3790119991,4373651.925292497,5.823037788271904
1319,729000.5907292229,4373654.185345683,5.816898497752845
1320,728993.838421959,4373656.410967589,5.858741975389421
1321,728987.1628673358,4373658.604710766,5.816823933273554
1322,728980.5384378824,4373660.815453591,5.830826487392187
1323,728974.0285092767,4373662.99108235,5.852658241055906
1324,728967.6004834244,4373665.160624772,5.872697552666068
1325,728961.2438328413,4373667.341164122,5.925829493440688
1326,728954.9549427179,4373669.496939434,5.982746106572449
1327,728948.6990108883,4373671.648422563,6.002752065658569
1328,728942.4537145128,4373673.7908389345,6.034942279569805
1329,728936.155444494,4373675.97100028,6.053015288896859
1330,728929.6887598486,4373678.155156293,6.045054912567139
1331,728923.0794341876,4373680.343949425,6.0922666396945715
1332,728916.4450086883,4373682.386805482,6.137529390864074
1333,728909.5982184478,4373684.3208882185,6.160658526234329
1334,728902.6480350895,4373686.225546496,6.148871369659901
1335,833979.0051360081,-0.5990919358278333,-49.5725820530206
1336,728888.819430877,4373690.118775721,6.11245639808476
1337,728882.2141614164,4373692.060810739,6.1096655977889895
1338,728875.7897797684,4373694.062565119,6.0650273421779275
1339,728869.3676857463,4373696.18053766,6.080325766466558
1340,728862.9494035507,4373698.341165721,6.042559863068163
1341,728856.477017926,4373700.507226422,6.0488589592278
1342,728849.9440387534,4373702.717878907,6.0401910757645965
1343,728843.2240905288,4373704.963002311,6.027380571700633
1344,728836.4618972775,4373707.19866203,5.985568421892822
1345,728829.7045005506,4373709.424656564,5.955881146714091
1346,728823.0028976885,4373711.632299658,5.933113346807659
1347,728816.3270228896,4373713.842023184,5.918253876268864
1348,728809.7543305813,4373716.024017992,5.890532927587628
1349,728803.3940609497,4373718.290024819,5.907820140942931
1350,728797.3098130748,4373720.710011346,5.8620120929554105
1351,728791.5792965582,4373723.639464542,5.876249123364687
1352,728786.5783495584,4373727.503358157,5.83857976924628
1353,728782.5170720237,4373732.346943317,5.87585050240159
1354,728779.2216003409,4373737.97356409,5.863055015914142
1355,728776.0061136582,4373743.899321591,5.855399792082608
1356,728772.1740820378,4373749.487625062,5.856736743822694
1357,728767.4501289059,4373754.21075916,5.830939399078488
1358,728761.8856060911,4373757.599725234,5.812237652018666
1359,728755.780982225,4373759.366334655,5.813567898236215
1360,728749.6978913673,4373759.481100756,5.847840817645192
1361,728743.9579579802,4373758.194887497,5.893061947077513
1362,728738.731937641,4373755.738344247,5.895371684804559
1363,728734.1962455576,4373752.204103629,5.9176827212795615
1364,728730.5667098768,4373747.688000476,5.9238612949848175
1365,728728.0733346811,4373742.422572618,5.915118308737874
1366,728726.8789424809,4373736.629422045,5.928418615832925
1367,728727.1027922226,4373730.726502511,5.895610028877854
1368,728728.6273846145,4373725.118639269,5.91485561337322
1369,728731.1664819997,4373720.1110109035,5.920145273208618
1370,728734.6113237563,4373715.875415631,5.91245356015861
1371,728738.8397057875,4373712.500659796,5.9417193764820695
1372,728743.7463611175,4373710.12816351,5.907029445283115
1373,728749.1047910163,4373708.944837704,5.877400157041848
1374,728754.5816233853,4373709.041480157,5.890716158784926
1375,728759.8328178197,4373710.298431312,5.9540297742933035
1376,728764.6954790396,4373712.531384807,6.0224731070920825
1377,728769.4290096093,4373715.199253885,6.01484539732337
1378,728774.2395439508,4373717.852793116,5.958228439092636
1379,728779.368231467,4373719.858066369,5.883657064288855
1380,728784.8536511206,4373720.532056516,5.87911322619766
1381,728790.4668132282,4373719.8478175765,5.9055021815001965
1382,728796.312490579,4373718.2990988195,5.916917181573808
1383,728802.498676656,4373716.269868168,5.9443745613098145
1384,728809.0336374306,4373714.039251082,5.922768638469279
1385,728815.9265319516,4373711.652881214,5.934154263697565
1386,728822.8910877766,4373709.23667624,5.949595665559173
1387,728829.7674228465,4373706.882488056,5.954996180720627
1388,728836.5440039905,4373704.600576649,5.994353534653783
1389,728843.133703331,4373702.400000333,6.034735190682113
1390,728849.5133077254,4373700.248057074,6.058121104724705
1391,728855.6151420338,4373698.11688069,6.054508367553353
1392,728861.4604376185,4373696.045314,6.0858667539432645
1393,728867.1301018328,4373694.0550426785,6.097311964258552
1394,728872.6579956785,4373692.162274969,6.09471808001399
1395,728878.1058696427,4373690.299981429,6.1191021567210555
1396,728883.4712483066,4373688.441896445,6.124542114324868
1397,728888.6428384088,4373686.592800589,6.167935810983181
1398,728893.6926949117,4373684.853217255,6.1843410562723875
1399,728898.7217689162,4373683.165095073,6.183703800663352
1400,728903.8550816824,4373681.491220081,6.222070539370179
1401,728909.1294041625,4373679.782846383,6.253450106829405
1402,728914.6419924169,4373677.949964097,6.247878022491932
1403,728920.5338266124,4373675.946635635,6.197210826911032
1404,728926.7517170333,4373673.836611999,6.14962715189904
1405,728933.255164359,4373671.653063819,6.105990211479366
1406,728939.872431161,4373669.412769776,6.088376704603434
1407,728946.4931624762,4373667.162627765,6.08374534919858
1408,728952.8572696643,4373665.004803771,6.064184473827481
1409,728959.0191585383,4373662.940454209,6.00857914891094
1410,728965.094352288,4373660.91211123,5.998864634893835
1411,728971.1403233266,4373658.843992546,5.961256941780448
1412,728977.1286043128,4373656.71516062,5.925726392306387
1413,728983.1230565791,4373654.642338191,5.902005353011191
1414,728989.1188156375,4373652.647523389,5.939418383873999
1415,728995.1205794174,4373650.652961958,5.949845719151199
1416,729001.1295816415,4373648.675914245,5.931186515837908
1417,729007.1450673484,4373646.660880314,5.962505176663399
1418,729013.2013147386,4373644.608120822,5.916815389879048
1419,729019.2413337071,4373642.552354677,5.874153087846935
1420,729025.2417762417,4373640.542367044,5.855305675417185
1421,729031.1952380412,4373638.559625626,5.853464792482555
1422,729037.1234280581,4373636.604859509,5.851629126816988
1423,729043.0073414352,4373634.649366217,5.833668294362724
1424,729048.8702464005,4373632.710648267,5.821642644703388
1425,729054.6508866099,4373630.778657584,5.784640941768885
1426,729060.3658210343,4373628.8391434895,5.777782561257482
1427,729066.0034537774,4373626.924887704,5.781759220175445
1428,729071.6002096401,4373625.056163303,5.759617923758924
1429,729077.1932042569,4373623.234618489,5.75672463234514
1430,729082.7463143556,4373621.340994938,5.748889060690999
1431,729088.3318058954,4373619.446416129,5.67582246940583
1432,729093.9962283298,4373617.52122481,5.6778213400393724
1433,729099.8144206733,4373615.537510663,5.673028006218374
1434,729106.006262017,4373613.539660672,5.6162273390218616
1435,729112.5322777894,4373611.405660477,5.552180868573487
1436,729119.4190763348,4373609.1445965655,5.55534244235605
1437,729126.5419881166,4373606.7781012645,5.6126915933564305
1438,729133.7441085082,4373604.38516043,5.597850632853806
1439,729140.9282533089,4373602.0165408375,5.617993067018688
1440,729148.131740004,4373599.6596680125,5.598369004204869
1441,729155.3589909612,4373597.309845569,5.5707311211153865
1442,729162.6131988572,4373594.940548093,5.546897915191948
1443,729169.8457945213,4373592.5835225545,5.545205378904939
1444,729177.0126160306,4373590.225960869,5.503665439784527
1445,729184.1210856597,4373587.863837711,5.483897969126701
1446,729191.1632854724,4373585.547583213,5.4750681249424815
1447,729198.1428551917,4373583.230375286,5.443473204039037
1448,729205.0821315367,4373580.890963824,5.4136895928531885
1449,729211.9733833277,4373578.5210733395,5.394752681255341
1450,729218.6904463086,4373576.123933847,5.33604602329433
1451,729225.1914757697,4373573.890309139,5.295200857333839
1452,729231.5504622896,4373571.7726981025,5.264245493337512
1453,729237.7770137986,4373569.784311126,5.302489733323455
1454,729243.8945609645,4373567.942727108,5.263669876381755
1455,729249.9375730732,4373566.245355896,5.256782790645957
1456,729255.9256491166,4373564.561791878,5.256015443243086
1457,729261.7551361369,4373562.754627255,5.257235279306769
1458,729267.416112209,4373560.7899506055,5.223385853692889
1459,729272.9871251453,4373558.7348943865,5.229652197100222
1460,729278.6451976689,4373556.95955944,5.204925245605409
1461,729284.4505026917,4373555.867772417,5.188064778223634
1462,729290.3300873104,4373556.051745796,5.1693757167086005
1463,729295.8086501538,4373558.034290193,5.139609793201089
1464,729300.2056285416,4373561.763149802,5.138731273822486
1465,729302.9363337421,4373566.700339101,5.128075642511249
1466,729303.8978684165,4373572.271024759,5.09919523447752
1467,729303.282869056,4373577.919158444,5.087391570210457
1468,729301.1997297839,4373583.208595913,5.125653722323477
1469,729297.8207245754,4373587.611733752,5.167883872054517
1470,729293.358921929,4373590.6618420575,5.184041193686426
1471,729288.324188443,4373592.096688797,5.2124093091115355
1472,729283.144698919,4373592.240545625,5.2456958163529634
1473,729278.1080705784,4373591.666266857,5.281977143138647
1474,729273.4739854125,4373590.068461982,5.294318278320134
1475,729269.4309485344,4373587.273095378,5.307537410408258
1476,729266.0838717694,4373583.534792168,5.307728890329599
1477,729262.9357476742,4373579.723568014,5.318035419099033
1478,729259.1805785235,4373576.469709494,5.333124305121601
1479,729254.6887734096,4373574.189252392,5.276242129504681
1480,729249.6787803334,4373573.068808204,5.291453452780843
1481,729244.5088541058,4373573.028191206,5.307659320533276
1482,729239.3429305727,4373573.773293799,5.29877748619765
1483,729234.1519316894,4373575.055125421,5.25910031888634
1484,729228.6758820665,4373576.706510344,5.276377654634416
1485,729222.9312098362,4373578.579719523,5.316633469425142
1486,729216.9868749946,4373580.547072688,5.365990054793656
1487,729211.1205061256,4373582.463889319,5.379363068379462
1488,729205.4057799801,4373584.3632970955,5.4406496761366725
1489,729199.8453649513,4373586.1874321755,5.445927275344729
1490,729194.4115091271,4373587.987177564,5.47233550529927
1491,729189.1474289324,4373589.808969179,5.491532446816564
1492,729184.0389866392,4373591.581467808,5.532644143328071
1493,729179.2714411312,4373593.230279781,5.511877675540745
1494,729175.4368278685,4373594.671471242,5.541069044731557
1495,729172.6945986038,4373596.181852367,5.5270807249471545
1496,729170.5751344014,4373597.843850396,5.536192306317389
1497,729168.712352162,4373599.148170048,5.5053555984050035
1498,833979.068694737,-0.5164632216784211,-49.53116815537214
1499,729165.7678548563,4373600.242257678,5.492242096923292
1500,729165.496145461,4373600.321097712,5.496325298212469
1501,729165.4896895667,4373600.319540538,5.509245071560144
1502,729165.491068691,4373600.325747456,5.507096941582859
1503,729165.4801290834,4373600.321333138,5.507971369661391
1504,729165.4924398866,4373600.325742018,5.503007258288562
1505,729165.4904673196,4373600.319570139,5.475835580378771
1506,729165.4867741117,4373600.324827491,5.487796211615205
1507,729165.4945329407,4373600.322633191,5.484968485310674
1508,729165.4943181752,4373600.325834318,5.486046503297985
1509,729165.4852091807,4373600.3204157455,5.501087732613087
1510,729165.4895314169,4373600.318033471,5.511412609368563
1511,729165.4893281506,4373600.320314356,5.511760767549276
1512,729165.4903714999,4373600.320898268,5.507025935687125
